line,category,post_id,text
3366,anchor,raw-L03365,>>828
3367,body,raw-L03365,次やったら殺す
3368,body,raw-L03365,今は謝れば許す
3369,blank,,
3370,post_header,raw-L03370,839 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/31(金) 19:22
3371,body,raw-L03370,荒らされてねーじゃねぇか
3372,body,raw-L03370,おまえは本当はびびってるべ？
3373,body,raw-L03370,殺されたくなければ謝れ
3374,blank,,
3375,post_header,raw-L03375,845 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/31(金) 19:22
3376,body,raw-L03375,荒らす度胸がびびっててできないくせによ
3377,body,raw-L03375,怖いんだべ？
3378,body,raw-L03375,殺してやろうか
3379,blank,,
3380,post_header,raw-L03380,851 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/31(金) 19:23
3381,anchor,raw-L03380,>>947
3382,body,raw-L03380,頭悪ぃな
3383,body,raw-L03380,今見て来ただよ
3384,body,raw-L03380,おまえ本当は俺のHP知らないべ？
3385,body,raw-L03380,だせえやつだな
3386,blank,,
3387,post_header,raw-L03387,861 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/31(金) 19:26
3388,anchor,raw-L03387,>>856
3389,body,raw-L03387,やめとけ
3390,body,raw-L03387,おまえ死ぬ
3391,blank,,
3392,post_header,raw-L03392,865 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/31(金) 19:27
3393,anchor,raw-L03392,>>858
3394,body,raw-L03392,びびったか
3395,body,raw-L03392,おまえが俺と逆らうのは１億年早いべ？
3396,blank,,
3397,post_header,raw-L03397,870 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/31(金) 19:28
3398,body,raw-L03397,今まで荒らしたやつの住所はわかってるからよ
3399,body,raw-L03397,いつでも殺してやるべ
3400,blank,,
3401,post_header,raw-L03401,880 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/31(金) 19:29
3402,body,raw-L03401,今日は許してやるか
3403,body,raw-L03401,おまえらびびっちまったからよ
3404,body,raw-L03401,俺が完全勝利で勝ったな
3405,blank,,
3406,post_header,raw-L03406,898 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/31(金) 19:32
3407,anchor,raw-L03406,>>886
3408,body,raw-L03406,こいつは馬鹿だ
3409,body,raw-L03406,みんな無視しろ
3410,blank,,
3411,post_header,raw-L03411,899 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/31(金) 19:32
3412,quoted_line,raw-L03411,>>886は死ぬ
3413,blank,,
3414,blank,, 
3415,blank,,
3416,blank,, 
3417,blank,,
3418,blank,, 
3419,blank,,
3420,section_title,,【まだまだ】スパイン397【続きます】
3421,blank,,
3422,blank,, 
3423,blank,,
3424,blank,, 
3425,blank,,
3426,blank,, 
3427,blank,,
3428,blank,, 
3429,blank,,
3430,post_header,raw-L03430,347 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/16(火) 12:18
3431,body,raw-L03430,おまえら黙って聞いてれば調子にのりやがって
3432,body,raw-L03430,殺すぞ
3433,blank,,
3434,post_header,raw-L03434,353 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/16(火) 12:19
3435,body,raw-L03434,北海道は不良のレベルが高くて強い
3436,body,raw-L03434,おまえらはオタクでひきこもりで弱いから死ぬ
3437,blank,,
3438,post_header,raw-L03438,359 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/16(火) 12:20
3439,body,raw-L03438,おまえら俺をなめてるとお礼参りするべ
3440,blank,,
3441,post_header,raw-L03441,370 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/16(火) 12:22
3442,anchor,raw-L03441,>>363
3443,body,raw-L03441,おまえは賢い
3444,body,raw-L03441,ダークに入るか？
3445,body,raw-L03441,喧嘩上等のチームだべ
3446,blank,,
3447,post_header,raw-L03447,382 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/16(火) 12:23
3448,anchor,raw-L03447,>>373
3449,body,raw-L03447,おまえは強い不良の見た事ないだけだべ
3450,body,raw-L03447,北海道の不良は強すぎる
3451,blank,,
3452,post_header,raw-L03452,388 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/16(火) 12:24
3453,anchor,raw-L03452,>>381
3454,body,raw-L03452,ちっげーっよ
3455,body,raw-L03452,俺は本物だべ
3456,body,raw-L03452,どうやって俺が偽者だって証拠だよ
3457,blank,,
3458,post_header,raw-L03458,397 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/16(火) 12:25
3459,body,raw-L03458,おまえら殺してやる
3460,blank,,
3461,post_header,raw-L03461,408 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/16(火) 12:27
3462,anchor,raw-L03461,>>396
3463,body,raw-L03461,おまえ何のことを言ってるだ？
3464,body,raw-L03461,馬鹿だろ
3465,body,raw-L03461,どこにＤＲＡＫなんて書いてあるだ
3466,body,raw-L03461,頭悪ぃな
3467,body,raw-L03461,http://fruit.gaiax.com/home/unipersonal
3468,blank,,
3469,post_header,raw-L03469,418 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/16(火) 12:28
3470,body,raw-L03469,ゼータ２を使わなくてもおまえらオタクごとき瞬殺で殺せる
3471,blank,,
3472,post_header,raw-L03472,425 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/16(火) 12:29
3473,anchor,raw-L03472,>>416
3474,body,raw-L03472,やめとけ
3475,body,raw-L03472,やったら殺す
3476,body,raw-L03472,前のＨＰ荒らした奴は全員住んでる住所をつきとめて殺したからな
3477,blank,,
3478,post_header,raw-L03478,433 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/16(火) 12:30
3479,body,raw-L03478,ロトさんのページ荒らした奴は殺されたらしいぞ
3480,blank,,
3481,post_header,raw-L03481,437 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/16(火) 12:30
3482,anchor,raw-L03481,>>433
3483,body,raw-L03481,こいつは偽者
3484,body,raw-L03481,馬鹿だな
3485,blank,,
3486,post_header,raw-L03486,444 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/16(火) 12:31
3487,body,raw-L03486,前は半殺しで許してやった
3488,body,raw-L03486,次が本当に殺すべ
3489,blank,,
3490,post_header,raw-L03490,452 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/16(火) 12:33
3491,body,raw-L03490,俺はハッキングのクラッカーのスキルが高いからおまえらの住所なんて余裕でわかるだよ
3492,body,raw-L03490,俺を敵に回すのはやめとけ
3493,blank,,
3494,post_header,raw-L03494,461 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/16(火) 12:34
3495,body,raw-L03494,俺の掲示板で謝罪で謝れ
3496,body,raw-L03494,今なら許される
3497,blank,,
3498,post_header,raw-L03498,468 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/16(火) 12:35
3499,body,raw-L03498,おまえら調子に乗ってると日記の俺に殴られたやつらみたいに後悔することになるべ
3500,blank,,
3501,post_header,raw-L03501,473 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/16(火) 12:36
3502,body,raw-L03501,あと一分待つ
3503,body,raw-L03501,謝れば許す
3504,blank,,
3505,post_header,raw-L03505,482 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/16(火) 12:37
3506,anchor,raw-L03505,>>477
3507,body,raw-L03505,おまえは賢い
3508,body,raw-L03505,今度だけは許すぞ
3509,blank,,
3510,post_header,raw-L03510,487 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/16(火) 12:38
3511,anchor,raw-L03510,>>484
3512,body,raw-L03510,明日行く
3513,body,raw-L03510,おまえは死ぬ
3514,blank,,
3515,post_header,raw-L03515,492 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/16(火) 12:39
3516,body,raw-L03515,俺の掲示板を荒らした瞬間おまえらの住所がわかる
3517,body,raw-L03515,だから俺からは逃げられないだよ
3518,blank,,
3519,post_header,raw-L03519,505 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/16(火) 12:42
3520,body,raw-L03519,テストなんてださくてうけてらんねーんだけどよ
3521,body,raw-L03519,俺は不良だからよ
3522,blank,,
3523,post_header,raw-L03523,515 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/16(火) 12:43
3524,anchor,raw-L03523,>>503
3525,body,raw-L03523,台風のほうが俺のギガトンパンチで消し飛ぶべ
3526,body,raw-L03523,雷のパウーを秘めたパンチだしよ
3527,blank,,
3528,post_header,raw-L03528,519 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/16(火) 12:44
3529,anchor,raw-L03528,>>513
3530,body,raw-L03528,うるせえな
3531,body,raw-L03528,不良だから本気で試験なんてうけてねーよ
3532,body,raw-L03528,本気だせば全部１００点
3533,blank,,
3534,post_header,raw-L03534,527 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/16(火) 12:46
3535,anchor,raw-L03534,>>523
3536,body,raw-L03534,ちっげーっよ
3537,body,raw-L03534,俺は本物だって言ってるべ
3538,body,raw-L03534,適当こくなよ
3539,blank,,
3540,post_header,raw-L03540,530 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/16(火) 12:47
3541,body,raw-L03540,俺は切れた
3542,body,raw-L03540,おまえらはタイマンで全員まとめて殺す
3543,blank,,
3544,post_header,raw-L03544,532 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/16(火) 12:47
3545,body,raw-L03544,びびってももう遅い
3546,body,raw-L03544,おまえらの死ぬのは決まったべ
3547,blank,,
3548,post_header,raw-L03548,538 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/16(火) 12:48
3549,body,raw-L03548,ちくしょう
3550,body,raw-L03548,おまえらは馬鹿だ
3551,blank,,
3552,post_header,raw-L03552,542 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/16(火) 12:48
3553,anchor,raw-L03552,>>537
3554,body,raw-L03552,駄目だ
3555,body,raw-L03552,おまえびびってるだろ？
3556,body,raw-L03552,でももう遅いんだよ
3557,blank,,
3558,post_header,raw-L03558,551 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/16(火) 12:50
3559,body,raw-L03558,おまえらうざいんだよ
3560,body,raw-L03558,馬鹿
3561,blank,,
3562,post_header,raw-L03562,554 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/16(火) 12:50
3563,body,raw-L03562,これで勝ったと思うなよ
3564,body,raw-L03562,覚えてろ
3565,blank,,
3566,blank,, 
3567,blank,,
3568,blank,, 
3569,blank,,
3570,blank,, 
3571,blank,,
3572,blank,,
3573,section_title,,【ハチベェも】インパクト４０５【ついウカーソ】
3574,blank,,
3575,blank,, 
3576,blank,,
3577,blank,, 
3578,blank,,
3579,blank,, 
3580,blank,,
3581,blank,, 
3582,blank,,
3583,post_header,raw-L03583,18 名前：名無しさん＠非公式ガイド[] 投稿日：02/07/18(木) 19:26
3584,body,raw-L03583,おまえらオタクだべ？
3585,body,raw-L03583,こんなクソスレ削除しろよ
3586,blank,,
3587,post_header,raw-L03587,22 名前：名無しさん＠非公式ガイド[] 投稿日：02/07/18(木) 19:28
3588,anchor,raw-L03587,>>19
3589,body,raw-L03587,おまえが最強なはずがないだよ
3590,body,raw-L03587,最強はロトさんだべ
3591,blank,,
3592,post_header,raw-L03592,33 名前：名無しさん＠非公式ガイド[] 投稿日：02/07/18(木) 19:32
3593,body,raw-L03592,おまえらいい加減にしとけよ
3594,body,raw-L03592,調子こいてるとタイマンで殺す
3595,blank,,
3596,post_header,raw-L03596,38 名前：名無しさん＠非公式ガイド[] 投稿日：02/07/18(木) 19:33
3597,anchor,raw-L03596,>>34
3598,body,raw-L03596,おまえロトさんの偽者になって騙ってなりすます気だべな？
3599,body,raw-L03596,俺が本物を今から呼ぶ
3600,body,raw-L03596,謝るなら今のうちだ
3601,blank,,
3602,post_header,raw-L03602,41 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/18(木) 19:34
3603,body,raw-L03602,呼ばれたから来たべ
3604,body,raw-L03602,俺の偽者がいるとはいい度胸だな
3605,blank,,
3606,post_header,raw-L03606,47 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/18(木) 19:36
3607,body,raw-L03606,今日俺のＨＰを荒らした馬鹿を殺した
3608,body,raw-L03606,タイマンだがギガトンパンチで瞬殺した
3609,blank,,
3610,post_header,raw-L03610,52 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/18(木) 19:37
3611,body,raw-L03610,これで見せしめになるべ？
3612,body,raw-L03610,荒らした奴は死ぬということの事実だ
3613,blank,,
3614,post_header,raw-L03614,56 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/18(木) 19:38
3615,body,raw-L03614,今日もタイマンの約束あるべ
3616,body,raw-L03614,５０人相手だけど俺は実力なら余裕だべな
3617,blank,,
3618,post_header,raw-L03618,60 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/18(木) 19:39
3619,body,raw-L03618,ＤＡＲＫのやつらは一緒についていきたいって聞かないけどよ
3620,body,raw-L03618,俺は強いから一人で行ってくるべ
3621,blank,,
3622,post_header,raw-L03622,65 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/18(木) 19:42
3623,anchor,raw-L03622,>>63
3624,body,raw-L03622,おまえ馬鹿だな
3625,body,raw-L03622,俺が勝つ
3626,body,raw-L03622,調子こくな
3627,blank,,
3628,post_header,raw-L03628,72 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/18(木) 19:44
3629,body,raw-L03628,俺は北海道最強の喧嘩チームＤＡＲＫの団長だ
3630,body,raw-L03628,北海道は日本で最強に不良のレベルが強い
3631,body,raw-L03628,俺はその頂点で喧嘩上等だべ
3632,blank,,
3633,post_header,raw-L03633,80 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/18(木) 19:45
3634,body,raw-L03633,最強なうえに最速にスピードを速く走れる
3635,body,raw-L03633,俺のバイクは早い
3636,body,raw-L03633,俺は不良だからよ
3637,body,raw-L03633,バイクのるときヘルメットかぶらない
3638,blank,,
3639,post_header,raw-L03639,85 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/18(木) 19:46
3640,body,raw-L03639,ロトさんが喧嘩強いと言うのは本当らしい
3641,blank,,
3642,post_header,raw-L03642,87 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/18(木) 19:47
3643,anchor,raw-L03642,>>85
3644,body,raw-L03642,当たり前だべ
3645,body,raw-L03642,俺は強すぎるだよ
3646,body,raw-L03642,おまえＤＡＲＫに入るか？
3647,blank,,
3648,post_header,raw-L03648,90 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/18(木) 19:48
3649,quoted_line,raw-L03648,>>85は偽者
3650,body,raw-L03648,馬鹿だな
3651,body,raw-L03648,俺が自作自演したとみせる罠だべ
3652,blank,,
3653,post_header,raw-L03653,93 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/18(木) 19:48
3654,anchor,raw-L03653,>>91
3655,body,raw-L03653,ちっげーっよ
3656,body,raw-L03653,殺すぞ
3657,blank,,
3658,post_header,raw-L03658,100 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/18(木) 19:50
3659,body,raw-L03658,http://fruit.gaiax.com/home/unipersonal
3660,body,raw-L03658,おまえら本当は俺のこと憧れてるだろ？
3661,body,raw-L03658,今から正直に言えばＤＡＲＫに入れてやる
3662,body,raw-L03658,掲示板に入団希望すれば入れる
3663,blank,,
3664,post_header,raw-L03664,102 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/18(木) 19:51
3665,body,raw-L03664,ＤＡＲＫに入れば北海道だけじゃなく世界中で最強の戦士達だべ
3666,blank,,
3667,post_header,raw-L03667,106 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/18(木) 19:51
3668,anchor,raw-L03667,>>101
3669,body,raw-L03667,ダークって読むんだよ
3670,body,raw-L03667,頭悪ぃな
3671,body,raw-L03667,おまえは入れてやるのやめようか
3672,blank,,
3673,post_header,raw-L03673,109 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/18(木) 19:52
3674,body,raw-L03673,喧嘩上等だからよ
3675,body,raw-L03673,ＤＡＲＫは強い不良の集まった最強のチームだべ
3676,blank,,
3677,post_header,raw-L03677,111 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/18(木) 19:53
3678,body,raw-L03677,http://fruit.gaiax.com/home/unipersonal
3679,body,raw-L03677,ダークに入れば北海道で誰も逆らってこなくなるから入ったほうがいいべ
3680,blank,,
3681,post_header,raw-L03681,114 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/18(木) 19:54
3682,body,raw-L03681,今日もタイマンで強さを思い知らせるしよ
3683,body,raw-L03681,また俺が強いと評判になる
3684,blank,,
3685,post_header,raw-L03685,116 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/18(木) 19:54
3686,anchor,raw-L03685,>>112
3687,body,raw-L03685,うるさいよおまえ
3688,body,raw-L03685,俺に勝てるのかよ
3689,blank,,
3690,post_header,raw-L03690,121 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/18(木) 19:56
3691,anchor,raw-L03690,>>118
3692,body,raw-L03690,地元で不良が多くて強い高校のやつ５０人とタイマンだべ
3693,body,raw-L03690,俺を倒すためにあいつら必死だべな
3694,blank,,
3695,post_header,raw-L03695,122 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/18(木) 19:57
3696,anchor,raw-L03695,>>120
3697,body,raw-L03695,適当こくなよ
3698,body,raw-L03695,おまえは弱いくせによ
3699,body,raw-L03695,口だけだなおまえは
3700,blank,,
3701,post_header,raw-L03701,138 名前：ロト ◆ROTOWt.c[] 投稿日：02/07/18(木) 19:59
