line,category,post_id,text
9920,body,raw-L09916,一人のナイトとして許せない行為
9921,body,raw-L09916,一般人には手に入らない武器だから正直に羨ましいと言えば見せてやっても良い
9922,blank,,
9923,post_header,raw-L09923,77 名前：既にその名前は使われています[sage] 投稿日：04/03/04(木) 11:48 ID:zQEGPbgw [2/19]
9924,body,raw-L09923,盾としてならやはりグラットンの信じられない性能は見過ごせない
9925,body,raw-L09923,グラットンのVIT+7はナイトがメタルボディするほどの効果
9926,body,raw-L09923,これのおかげでLSはもちろんPT内で発言力はVIT並に上がるただこれを持っていても
9927,body,raw-L09923,最近の後続ナイトには扱いきれない呪われた魔剣
9928,blank,,
9929,post_header,raw-L09929,79 名前：既にその名前は使われています[sage] 投稿日：04/03/04(木) 11:53 ID:zQEGPbgw [3/19]
9930,body,raw-L09929,だが真の先行ナイトにとってナイトメアソードは
9931,body,raw-L09929,名実ともにナイトに相応しい武器この命中補正はクジャクを軽く越えているので
9932,body,raw-L09929,競売に流せれば推定400万はする神剣で国宝級
9933,body,raw-L09929,ナイトメアソードとグラットンソードは一級廃人としてはやはり欲しい武器
9934,blank,,
9935,post_header,raw-L09935,82 名前：既にその名前は使われています[sage] 投稿日：04/03/04(木) 11:59 ID:zQEGPbgw [4/19]
9936,body,raw-L09935,ウソをつくな馬鹿かお前は？調子こき過ぎ雑魚
9937,body,raw-L09935,もし本当だとしてもリディルとナイトメアソードの立場は変わらない
9938,body,raw-L09935,ナイトの称号を持つナイトメアソードこそナイトには相応しい
9939,body,raw-L09935,そもそもリディルを持ってないとは俺は言ってない勝手に勝利宣言するなよ雑魚
9940,blank,,
9941,post_header,raw-L09941,85 名前：既にその名前は使われています[sage] 投稿日：04/03/04(木) 12:05 ID:zQEGPbgw [5/19]
9942,anchor,raw-L09941,>>81
9943,body,raw-L09941,お前はブロントさんの事を正しく理解してる
9944,body,raw-L09941,だがブロントさんはここの雑魚には手を出さない一級廃人の一級ﾅｲﾄ
9945,body,raw-L09941,俺の鯖のナイトもブロントさんに憧れてる
9946,body,raw-L09941,お前はまだ成長するﾌﾞﾛﾝﾄさんに少しでも近づけるように
9947,blank,,
9948,post_header,raw-L09948,95 名前：既にその名前は使われています[sage] 投稿日：04/03/04(木) 13:47 ID:zQEGPbgw [6/19]
9949,body,raw-L09948,一般人が騒いでるがてきとうこくなよ雑魚
9950,body,raw-L09948,ナイトメアソードこそ真のナイトが手にする最強武器である事は既に証明済み
9951,body,raw-L09948,ここで文句を言っても何も解決はしない
9952,body,raw-L09948,俺は何も文句は言わない
9953,blank,,
9954,post_header,raw-L09954,107 名前：既にその名前は使われています[sage] 投稿日：04/03/04(木) 14:26 ID:zQEGPbgw [7/19]
9955,body,raw-L09954,俺はﾌﾞﾛﾝﾄさんじゃないが昨日も言ってた人がいたが
9956,body,raw-L09954,実名をここで言うのは犯罪
9957,body,raw-L09954,ﾌﾞﾛﾝﾄさんはお前らの勝手に作ったｲﾒｰｼﾞで心に深いﾀﾞﾒｰｼﾞを負った
9958,body,raw-L09954,ﾘｱﾙでもかなりの力を保有してるからあまり名前を出すのは感心しない
9959,blank,,
9960,post_header,raw-L09960,116 名前：既にその名前は使われています[sage] 投稿日：04/03/04(木) 14:40 ID:zQEGPbgw [8/19]
9961,anchor,raw-L09960,>>108
9962,body,raw-L09960,俺はﾌﾞﾛﾝﾄさんじゃないと言っているだろうが！
9963,body,raw-L09960,いいから名前あげるなよ雑魚
9964,body,raw-L09960,俺はﾌﾞﾛﾝﾄさんをあまり知らないけどオーラを感じる
9965,body,raw-L09960,ﾘｱﾙでのﾀｲﾌﾟが似ているみたいだしな俺も格闘かなりの使い手だから用心すべき
9966,blank,,
9967,post_header,raw-L09967,125 名前：既にその名前は使われています[sage] 投稿日：04/03/04(木) 14:55 ID:zQEGPbgw [9/19]
9968,body,raw-L09967,ここで文句を言っても始まらない
9969,body,raw-L09967,ナイトメアの命中+はクジャク以上すなわち価格にして３００万は超えるはず
9970,body,raw-L09967,しかも後衛に比べて圧倒的な攻撃力と前衛の中でもトップクラスの間隔値を有する
9971,body,raw-L09967,防御力もその他のｼﾞｮﾌﾞとは圧倒的な差をみせつけてるし敵の攻撃は逆に敵の余命を縮めているだけになる（TP増加）
9972,body,raw-L09967,PT戦においてもタゲを固定できれば問題無いし後ろを向いた瞬間不意だまがさく裂するので敵簡単に俺からタゲを外せないからな
9973,blank,,
9974,post_header,raw-L09974,131 名前：既にその名前は使われています[sage] 投稿日：04/03/04(木) 15:11 ID:zQEGPbgw [10/19]
9975,body,raw-L09974,しかもナイトメアソード所持者はいずれも鯖で有数の超ナイト
9976,body,raw-L09974,・一級の使い手→大手LSから接待→HNM→凄まじい武器の入手→PTでの効率アップ→武器防具の話を聞かれる→人気者
9977,body,raw-L09974,・普通の使い手→重要な戦闘で信頼を得られない→庶民武器→効率悪い→何も話を聞かれない無言PT→雑魚
9978,blank,,
9979,post_header,raw-L09979,133 名前：既にその名前は使われています[sage] 投稿日：04/03/04(木) 15:18 ID:zQEGPbgw [11/19]
9980,body,raw-L09979,ﾌﾞﾛﾝﾄさんは心に深い傷を負っているからな
9981,body,raw-L09979,あまり人と関わりたくないらしい
9982,body,raw-L09979,今は初期鯖のﾘｱﾙ格闘フレ（同等の力を秘めている）からパス発行してもらってそこで既に
9983,body,raw-L09979,超ナイトとなっている
9984,body,raw-L09979,リアル格闘フレが大手HNMのリーダーだから彼は今後も強大な力を手に入れることになる
9985,blank,,
9986,post_header,raw-L09986,139 名前：既にその名前は使われています[sage] 投稿日：04/03/04(木) 15:33 ID:zQEGPbgw [12/19]
9987,body,raw-L09986,調子にのるなよ本気出すぞ？
9988,body,raw-L09986,リアル格闘フレと俺はかなりの戦闘力持ってるから調子に乗ってるとまずい事になる
9989,body,raw-L09986,俺は学校でもかなり注目されてたしなリアル格闘フレも別学校だがやはり注目度はかなりの高さらしい
9990,body,raw-L09986,ここでしか強気に出れない奴はﾏｼﾞでｳｻﾞｲなﾏｼﾞでぶっ飛ばしてやるから鯖とネームいってみろよ
9991,blank,,
9992,post_header,raw-L09992,144 名前：既にその名前は使われています[sage] 投稿日：04/03/04(木) 15:46 ID:zQEGPbgw [13/19]
9993,body,raw-L09992,ほらな？やっぱりお前ら俺が怖くて鯖と名前言えないんだな
9994,body,raw-L09992,俺は逃げも隠れもしてない
9995,body,raw-L09992,お前ら覚えてろよ？PvP機能は俺にとっては神の贈物だがお前等にとっては地獄の宴だからな
9996,body,raw-L09992,せいぜい裏世界で後ろに怯えながら遊ぶんだな
9997,body,raw-L09992,リアルで俺が怖くないなら鯖と名前あかしてみろよ雑魚！出来ないんなら俺の勝ち
9998,blank,,
9999,post_header,raw-L09999,150 名前：既にその名前は使われています[sage] 投稿日：04/03/04(木) 16:04 ID:zQEGPbgw [14/19]
10000,body,raw-L09999,俺はいじめられてなどいない俺はちゃんとたまにいつも学校に行くだけでクラスでも注目を集めていたことで証明されている
10001,body,raw-L09999,学校に行ってない時にオートで美化委員とかになってたりしてるしクラスの中心的存在だった
10002,body,raw-L09999,俺は学校に行かなくても雑魚のやつらとはレベルが違う
10003,blank,,
10004,post_header,raw-L10004,154 名前：既にその名前は使われています[sage] 投稿日：04/03/04(木) 16:20 ID:zQEGPbgw [15/19]
10005,body,raw-L10004,ナイトメアソードはHNMなら勝てる敵
10006,body,raw-L10004,普通のLSではきついから諦めた方が早い
10007,body,raw-L10004,ナイトメアソードは使い手を選ぶからな
10008,blank,,
10009,post_header,raw-L10009,158 名前：既にその名前は使われています[sage] 投稿日：04/03/04(木) 16:24 ID:zQEGPbgw [16/19]
10010,anchor,raw-L10009,>>156
10011,body,raw-L10009,それほどでもない
10012,blank,,
10013,blank,,
10014,post_header,raw-L10014,170 名前：既にその名前は使われています[sage] 投稿日：04/03/04(木) 16:53 ID:zQEGPbgw [17/19]
10015,body,raw-L10014,ナイトメアソードは命中が大幅に上がる
10016,body,raw-L10014,その効果はクジャク以上で競売に出せるなら３００～４００万はするだろう
10017,body,raw-L10014,前にも言ったが後衛に比べて圧倒的なＤ値に加え前衛の中でもトップクラスの間隔値を有する
10018,body,raw-L10014,もちろんトップクラスの武器なのでＬＳ内はおろか野良ＰＴでも絶大な権限を得る
10019,blank,,
10020,post_header,raw-L10020,175 名前：既にその名前は使われています[sage] 投稿日：04/03/04(木) 17:22 ID:zQEGPbgw [18/19]
10021,body,raw-L10020,どうでもいいが上げるなよバカ
10022,body,raw-L10020,ﾏｼﾞでいい加減ナイト弱体スレとかウザすぎ
10023,body,raw-L10020,俺は忙しいから相手してられないし
10024,body,raw-L10020,そろそろレベル上げの時間カンストまであと少しだからな
10025,body,raw-L10020,次あげたやつはマジ裏世界でＭＰＫするから覚悟が必要
10026,blank,,
10027,post_header,raw-L10027,186 名前：通りすがり[sage] 投稿日：04/03/04(木) 17:48 ID:zQEGPbgw [19/19]
10028,body,raw-L10027,おまえらﾌﾞﾛﾝﾄさんが怖くないのか？
10029,body,raw-L10027,俺はﾌﾞﾛﾝﾄさんが怖いから上げないで下げる
10030,body,raw-L10027,裏世界でＭＰＫされたらッ衰弱長いからあんまり怒らせないほうがいい
10031,body,raw-L10027,リアルモンクなのは有名な話だし絶対にさかわらないほうがいい
10032,blank,,
10033,blank,, 
10034,blank,,
10035,blank,, 
10036,blank,,
10037,blank,,
10038,section_title,,【せＹで話すな】常識無いｶｽ【ｔｅｌでこいよ】
10039,blank,,
10040,blank,, 
10041,blank,,
10042,blank,, 
10043,blank,,
10044,blank,, 
10045,blank,,
10046,post_header,raw-L10046,1 名前：既にその名前は使われています 投稿日：04/07/18 13:55 xmYKa+Le
10047,body,raw-L10046,昨日競売前で一般人がだらだらと話していた
10048,body,raw-L10046,俺は周りの迷惑だろうと思ったのでテルで注意してやった
10049,body,raw-L10046,ところがザコのくせにseyで文句言ってくた
10050,body,raw-L10046,「俺はテルで言ってるんだからテルで返せよ馬鹿が」とテルを送ったら「誰が馬鹿ですか？」とか
10051,body,raw-L10046,とまたseyで文句言うし最悪氏ねよザコ
10052,body,raw-L10046,タイマンで話すのがそんなに怖いのか？俺はいつでもケンカ上等でいちもく置かれるほどに攻撃的だから
10053,body,raw-L10046,ザコがいきがってるとワンパンでＫＯだろうな
10054,body,raw-L10046,テルで話しかけられたらテルで答えろよ周りを巻き込むなよｶｽ
10055,blank,,
10056,blank,,
10057,post_header,raw-L10057,21 名前：既にその名前は使われています 投稿日：04/07/18 14:17 xmYKa+Le
10058,body,raw-L10057,調子こくなよ？>>6
10059,body,raw-L10057,何で俺が動かねばならない？俺は競売を見ている
10060,body,raw-L10057,ザコの会話もレベルがやっと４５になったとかそういう低レベルな会話
10061,body,raw-L10057,７５以下の奴はジュノにくるなよ死にたいのか？
10062,body,raw-L10057,ジュノには信じられないくらい一級廃装備している選ばれた人種がいる
10063,body,raw-L10057,そういう人達に眼をつけられたらもう死ぬしかない
10064,body,raw-L10057,一般人では束になっても手におえない
10065,blank,,
10066,post_header,raw-L10066,39 名前：既にその名前は使われています 投稿日：04/07/18 14:31 xmYKa+Le
10067,body,raw-L10066,リアルでは俺に言い返せないくせに調子こきすぎ
10068,body,raw-L10066,ゲームだからって安全じゃないのにな
10069,body,raw-L10066,現実でもゲームでも弱いやつはこそこそしかないからな
10070,body,raw-L10066,seyで周りの助けが入る状況でしかタイマンはれない弱虫だな
10071,blank,,
10072,post_header,raw-L10072,61 名前：既にその名前は使われています 投稿日：04/07/18 14:43 xmYKa+Le
10073,body,raw-L10072,常識だろうな高ﾚﾍﾞﾙが偉いのは
10074,body,raw-L10072,高レベル→経験豊富→頼りにされる→彼女が出来る→ケンカが強い
10075,body,raw-L10072,低レベル→経験不足→足ひっぱる→しかとされる→チキン
10076,body,raw-L10072,sey会話するなとはいわないがテルでいいだろ？マジウザイのからナイトやばい事になるな
10077,blank,,
10078,post_header,raw-L10078,82 名前：既にその名前は使われています 投稿日：04/07/18 14:52 xmYKa+Le
10079,anchor,raw-L10078,>>62
10080,body,raw-L10078,ウザイなおまえケンカ売ってるのか？ボディブローとか言ってる時点で相手にならないことは証明されたな
10081,body,raw-L10078,本当につよいやつは強さを口で説明したりはしないからな
10082,body,raw-L10078,口で説明するくらいならおれは牙をむくだろうな
10083,body,raw-L10078,おれパンチングマシンで１００とか普通に出すし
10084,blank,,
10085,post_header,raw-L10085,92 名前：既にその名前は使われています 投稿日：04/07/18 15:00 xmYKa+Le
10086,body,raw-L10085,おまえら俺の事相手にならないって言ってるように見えるんだが
10087,body,raw-L10085,パンチングマシンで三ケタ出せないくせに威張るなよ
10088,quoted_line,raw-L10085,>>84とかウソいっているしベジータかよしねよ
10089,blank,,
10090,post_header,raw-L10090,122 名前：既にその名前は使われています 投稿日：04/07/18 15:23 xmYKa+Le
10091,body,raw-L10090,また調子に乗り出してきたばかが沸いたな
10092,body,raw-L10090,俺は別に強さをアッピルなどしてはいない
10093,body,raw-L10090,俺を強いと感じてしまってるやつは本能的に長寿タイプ
10094,body,raw-L10090,自分がリアルモンクとかいっていきがってる馬鹿がいるけどリアルモンクが一人だけだと思うなよ
10095,body,raw-L10090,俺は防御もかなりかたい
10096,blank,,
10097,post_header,raw-L10097,145 名前：既にその名前は使われています 投稿日：04/07/18 15:40 xmYKa+Le
10098,body,raw-L10097,防御がかたいと言う事は攻撃力も高いと言う事になる
10099,body,raw-L10097,まぁヴァナじゃ俺の力はあまり関係無いが
10100,body,raw-L10097,ヴァナでも戦闘スキルが激高
10101,body,raw-L10097,もっとゲームが進化して実際に剣持って動けたり反射神経が必要なリアルゲームになったら
10102,body,raw-L10097,スカウトされるかもしれないな・・
10103,blank,,
10104,blank,, 
10105,blank,,
10106,blank,,
10107,section_title,,【廃人は】【勝組だった】
10108,blank,,
10109,blank,, 
10110,blank,,
10111,blank,, 
10112,blank,,
10113,blank,,
10114,post_header,raw-L10114,1 名前：既にその名前は使われています[] 投稿日：04/08/06(金) 00:07 ID:wBIwhcCF [1/8]
10115,body,raw-L10114,ライバルの内藤が負けを認めた瞬間ＬＳの仲間が俺に頼ってくる
10116,body,raw-L10114,べ３つに俺に頼らなくてもいいのに・・
10117,body,raw-L10114,おれがいないとＨＮＭを倒せないのはわかるが
10118,body,raw-L10114,ヒュム♀以外が頼ってきてもおれは別に感情を持たない魔剣士なので無視することになった
10119,body,raw-L10114,俺は強いというのがＬＳ内で常識だから頼るのは仕方がないけどずたずたにしてやりたくなる
10120,body,raw-L10114,俺は自分が最強だとは思わないので（実際は最強だと思うが）他のをつれてきてもよい
10121,body,raw-L10114,そのナイトも知り合いの最強を連れてくると調子こいてたが連れてこないしやはりうそだった
10122,blank,,
10123,blank,,
10124,post_header,raw-L10124,14 名前：既にその名前は使われています[] 投稿日：04/08/06(金) 00:19 ID:wBIwhcCF [2/8]
10125,body,raw-L10124,黙れ世おまえら
10126,body,raw-L10124,おまえらが俺を認めないのは自分が弱いからということ
10127,body,raw-L10124,本当の強いのは人を認めるのでお前らは弱いということが証明された
10128,body,raw-L10124,まけたナイトも俺を超えたナイト連れてこないのは負けたから
10129,body,raw-L10124,だといこと負けを認めないのはほんとおに救いようがない
10130,blank,,
10131,post_header,raw-L10131,18 名前：既にその名前は使われています[] 投稿日：04/08/06(金) 00:22 ID:wBIwhcCF [3/8]
10132,body,raw-L10131,別に俺を認めなくてもいいけどＬＳでは最強の称号を得た（現鯖最強ＨＮＭＬＳ）
10133,body,raw-L10131,俺は最強とは思わないが俺を超えたナイトが居るという話は聴いたことがないのは事実
10134,blank,,
10135,post_header,raw-L10135,27 名前：既にその名前は使われています[] 投稿日：04/08/06(金) 00:26 ID:wBIwhcCF [4/8]
10136,body,raw-L10135,黙れよ馬鹿が
10137,body,raw-L10135,俺は別に最強じゃないといっているはず
10138,body,raw-L10135,ただ俺を超えてる奴は全鯖検索してみても居るという話は聴いたことがないだけ
10139,body,raw-L10135,負けを認めない奴は負けたナイト同様人を認めた力を持たない奴だということで馬鹿だろうな
10140,blank,,
10141,post_header,raw-L10141,49 名前：既にその名前は使われています[] 投稿日：04/08/06(金) 00:51 ID:wBIwhcCF [5/8]
10142,body,raw-L10141,わけは文に書いたから説明するのは馬鹿のすること廃人はリアルでも二度手間とか手間のけける奴は居ない
10143,body,raw-L10141,廃人は一つのことに集中できるのでリアルでも負けることは滅多にない
10144,body,raw-L10141,そのいい例が一般人とｔよう廃人の装備の差だろうな
10145,body,raw-L10141,一般人では勝てるわけもないほどパワがちがうというのはみんながおもってるはず
10146,blank,,
10147,post_header,raw-L10147,64 名前：既にその名前は使われています[] 投稿日：04/08/06(金) 01:19 ID:wBIwhcCF [6/8]
10148,body,raw-L10147,俺は>>1に賛成だな
10149,body,raw-L10147,俺のＬＳにも同じような負けたくせにお前らみたいにいつまでも」粘着する馬鹿が居るのでよく分かる
10150,body,raw-L10147,絶対的な力を持ってて力があふれてくるナイトに勝てる気で居るナイトがいるからかなりウザイとみんあ思ってる
10151,body,raw-L10147,俺は尊敬に値すると感じるので服従するからそのエリートから圧倒的な力（最強装備）を借りることができるので彼の次に皆に尊敬がある
10152,body,raw-L10147,権力者にはへたにさかららない方がいいとおもう
10153,blank,,
10154,post_header,raw-L10154,68 名前：既にその名前は使われています[] 投稿日：04/08/06(金) 01:23 ID:wBIwhcCF [7/8]
10155,quoted_line,raw-L10154,>>64お前はかなりののう力者だろうな
10156,body,raw-L10154,その部下になることによってその絶望的な力を借りることができてそれが直接ＬＳのパワーとなるからＨＮＭ戦でも貴重になるだろうな
10157,blank,,
10158,blank,,
10159,post_header,raw-L10159,73 名前：既にその名前は使われています[sage] 投稿日：04/08/06(金) 01:26 ID:wBIwhcCF [8/8]
10160,body,raw-L10159,おまえら素人だなＩＤはまれによく同じＩＤになったりする
10161,body,raw-L10159,ズタズタにされたいのか？調子こいてるとリアルで痛い目に会う事になるから注意すべき
10162,blank,,
10163,blank,, 
10164,blank,,
10165,section_title,,【３日前から張ってます】08:ValeforVol.6【遠慮しろ！】
10166,blank,,
10167,blank,,
10168,post_header,raw-L10168,559 名前： こちらナナ暗です投稿日： 2004/06/09(水) 14:42 [ i07KlNIY ]
10169,blank,,
10170,body,raw-L10168,黙れよ。Fulioは結構いいやつだと言う事はぜいいん知ってること
10171,body,raw-L10168,それに謙虚だからウソ言うやつは死ねよ（本気で）
10172,body,raw-L10168,お前等そんなこと言ってるけど超装備のうらやましんだろう？死ねよ
10173,blank,,
10174,blank,, 
10175,blank,,
10176,post_header,raw-L10176,564 名前： こちらナナ暗です 投稿日： 2004/06/09(水) 15:45 [ i07KlNIY ]
10177,blank,,
10178,body,raw-L10176,別に俺怒ってないし俺は冷静んに言ってる
10179,body,raw-L10176,ここでかげぐち言うやつの方が糞だとプロはわかってるからあえて言い返さないだけ
10180,body,raw-L10176,プロから見ると超装備のFulioにシッタしてるだけに見える事実
10181,body,raw-L10176,あまり粘着ウザイとズタズタにされるぞ？
10182,blank,,
10183,blank,,
10184,post_header,raw-L10184,567 名前： こちらナナ暗です 投稿日： 2004/06/09(水) 16:18 [ i07KlNIY ]
10185,blank,,
10186,body,raw-L10184,おれはただの通りすがりのナイトだが一般人の勘違いはズタズタにしてやりたくなった
10187,body,raw-L10184,誉められる為にナイトしてるやつはナイトしてるわけじゃないと言う事
10188,body,raw-L10184,こんなところでコソコソかげぐち叩くやつはズタズタの
10189,body,raw-L10184,引き裂かれるのｶﾞお似合い
10190,body,raw-L10184,お前等はアンティカのボロより引き裂くのは簡単だと言う事を自覚すべき
10191,blank,,
10192,blank,, 
10193,blank,,
10194,post_header,raw-L10194,573 名前： こちらナナ暗です 投稿日： 2004/06/09(水) 16:38 [ i07KlNIY ]
10195,blank,,
10196,body,raw-L10194,ここまで言ってわからないのはザコの証拠となる
10197,body,raw-L10194,お前ら名前言ってみろ？どうせなめも言えないようなザコに間違いないだろ
10198,body,raw-L10194,うけどちゃんとしたＰｖＰができるまでバリスタで圧倒的な超装備と一般装備の各の違いをわかるようになる
10199,body,raw-L10194,そうなったら２度と対等な口のきき方すら出来なくなって病院行きになるが怖くな
10200,body,raw-L10194,いと言うなら名前を言えってみろよ？！
10201,blank,,
10202,blank,,
10203,post_header,raw-L10203,576 名前： こちらナナ暗です 投稿日： 2004/06/09(水) 16:52 [ i07KlNIY ]
10204,blank,,
10205,anchor,raw-L10203,>>572
10206,body,raw-L10203,ほう、おまえは少しはプリの力をわかってるようだな
10207,body,raw-L10203,たぶんプロはお前等が思ってるよりもしんけんに力をもとめてるからその差がれきぜんとなってしまっている
10208,body,raw-L10203,だがお前は少しは見所があるからもっと上を目指すべき
10209,anchor,raw-L10203,>>574
10210,body,raw-L10203,やはり来たな「お前が言えよ」発言
10211,body,raw-L10203,お前調子こきすぎおれが先に聞いてるのに何でおれが先に言わなければならないのか？
10212,body,raw-L10203,チャレンジャ側から名乗りをあげるべき
10213,blank,,
10214,blank,, 
10215,blank,,
10216,blank,,
10217,post_header,raw-L10217,589 名前： こちらナナ暗です 投稿日： 2004/06/09(水) 17:19 [ i07KlNIY ]
10218,blank,,
10219,body,raw-L10217,なにか必死な赤が噛み付いてきているが小小勘違いで調子こきすぎ
10220,body,raw-L10217,赤は魔法使えるだけの一般ザコが自分は強いと勘違いしてるからな
10221,body,raw-L10217,魔法なしでやってみろよ？超装備の前で必死にグラビデ逃走してる姿が目に浮かぶ
10222,body,raw-L10217,レジストされた瞬間とんずら不意だまスウィストでズタズタなのはあきらか
10223,blank,,
10224,blank,,
10225,post_header,raw-L10225,592 名前： こちらナナ暗です 投稿日： 2004/06/09(水) 17:30 [ i07KlNIY ]
10226,blank,,
10227,body,raw-L10225,プロがプロと言って何がわるい？フレのヒュム♀に買ったＮＭ品をプレゼントするとプロだと言われている
10228,body,raw-L10225,やっぱり強いとなんでも倒せるのかプロは違うとかいわれるしな
10229,body,raw-L10225,お前の意見は嫉妬に狂ってるから男らしくない
10230,blank,,
10231,blank,, 
10232,blank,,
10233,post_header,raw-L10233,598 名前： こちらナナ暗です 投稿日： 2004/06/09(水) 17:40 [ i07KlNIY ]
10234,blank,,
10235,anchor,raw-L10233,>>593
10236,body,raw-L10233,バカか？ナイトも魔法は使えると言う事もわからないザコは黙ってろ！
10237,body,raw-L10233,お互い魔法なしなら純粋にどっちが強いかわかる
10238,body,raw-L10233,そうなると超装備の前には魔法の力は無意味になる
10239,blank,,
10240,blank,,
10241,post_header,raw-L10241,601 名前： こちらナナ暗です 投稿日： 2004/06/09(水) 17:47 [ i07KlNIY ]
10242,blank,,
10243,body,raw-L10241,何でおれがフレに騙されなければならないんだ？
10244,body,raw-L10241,フレのヒュム♀はおれにベタボレだしおれは拒む理由がない
10245,body,raw-L10241,おまえは勝手に気の毒になってんじゃないよ？男の嫉妬はテレタクライバル波に不愉快だからきえろよ
10246,blank,,
10247,blank,, 
10248,blank,,
10249,post_header,raw-L10249,604 名前： こちらナナ暗です 投稿日： 2004/06/09(水) 17:51 [ i07KlNIY ]
10250,blank,,
10251,anchor,raw-L10249,>>599
10252,body,raw-L10249,いい加減にしろよ粘着ザコ！
10253,body,raw-L10249,魔法は２人とも無しの方が強さがわかる
10254,body,raw-L10249,アビの使いどころがプレイヤースキルの高さここが勝負の分かれ道になるはず
10255,body,raw-L10249,魔法は関係ない
10256,blank,,
10257,blank,,
10258,post_header,raw-L10258,648 名前： こちらナナ暗です 投稿日： 2004/06/10(木) 13:40 [ pQuM/jbI ]
10259,blank,,
10260,anchor,raw-L10258,>>559
10261,body,raw-L10258,i07KlNIY の言うとおり誰も名乗ってないのに
10262,body,raw-L10258,勝手に特定した気になって調子コイてるザコは見てて不愉快
10263,body,raw-L10258,ザコはマジで市ねよ
10264,blank,,
10265,blank,, 
10266,blank,,
10267,post_header,raw-L10267,651 名前： こちらナナ暗です 投稿日： 2004/06/10(木) 15:01 [ pQuM/jbI ]
10268,blank,,
10269,anchor,raw-L10267,>>649
10270,body,raw-L10267,おいおれはだからそれをやめろと言っている
10271,body,raw-L10267,勝手に特定した気になって調子こくなよザコ
10272,body,raw-L10267,おれはただi07KlNIY の意見は素晴らしい大人の考えだから共鳴しただけ
10273,body,raw-L10267,i07KlNIY は尊敬するべき事実
10274,blank,,
10275,blank,, 
10276,blank,,
10277,post_header,raw-L10277,658 名前： こちらナナ暗です 投稿日： 2004/06/10(木) 16:28 [ pQuM/jbI ]
10278,blank,,
10279,body,raw-L10277,残念ながらおれはまだ彼の圧倒的装備には及ばない
10280,body,raw-L10277,超装備はナイトの最高のたしなみだが彼は最高の地位に就職していると言える
10281,body,raw-L10277,おれはＬＳでは結構クールでＨＮＭなんかの絶望液な戦いでも我がベビーキュライスが圧倒的な防御力を発揮する
10282,body,raw-L10277,攻撃力も神剣ナイトメアソードを持っている
10283,body,raw-L10277,おれとＰＴを組む奴らは知らないうちに自然と敬語になってしまっている
10284,body,raw-L10277,本物はリアル殺気を感じるらしい
10285,blank,,
10286,blank,, 
10287,blank,,
10288,post_header,raw-L10288,666 名前： こちらナナ暗です 投稿日： 2004/06/10(木) 16:49 [ pQuM/jbI ]
10289,blank,,
10290,body,raw-L10288,なんだおまえら？ズタズタに引き裂いてやってもいいんだぞ
10291,body,raw-L10288,あまり調子こくとリアルで痛い目を見て病院で栄養食を食べる事になる
10292,blank,,
10293,blank,, 
10294,blank,,
10295,post_header,raw-L10295,823 名前： こちらナナ暗です 投稿日： 2004/06/11(金) 11:15 [ EIqkZhV2 ]
10296,blank,,
10297,body,raw-L10295,おまえらちょっと調子こきすぎ
10298,body,raw-L10295,i07KlNIY は特定されるようなことは１回も言ってなどいない
10299,body,raw-L10295,凡人が勝手に特定し関係のない人ｶﾞ巻き添えになる
10300,body,raw-L10295,おれに別に迷惑がかかるわけじゃないが無礼なやつらがプロに関わると壮大な怒りを買う事になる
10301,blank,,
10302,blank,, 
10303,blank,,
10304,blank,,
10305,post_header,raw-L10305,827 名前： こちらナナ暗です 投稿日： 2004/06/11(金) 11:38 [ EIqkZhV2 ]
10306,blank,,
10307,body,raw-L10305,やはりきたな妄想特定、ズタズタにされたいのか？
10308,body,raw-L10305,おれはHg7OtDvI じゃないお前はIDをしらないのかそれがおれがHg7OtDvI ではない証拠となった
10309,body,raw-L10305,Hg7OtDvI も勝手に特定されたらおまえらを潰しに来るだろうな
10310,body,raw-L10305,仮にそれでおまえらがズタズタになって病院送りになっても正当防衛だから弱いものイジメにはならない
10311,blank,,
10312,blank,, 
10313,blank,,
10314,blank,,
10315,post_header,raw-L10315,829 名前： こちらナナ暗です 投稿日： 2004/06/11(金) 11:53 [ EIqkZhV2 ]
10316,blank,,
10317,body,raw-L10315,だまれ泣かされたいのか？お前みたいなザコに頭悪いとか言われたくない
10318,body,raw-L10315,おれは国語の成績はかなり良かったしお前みたいにザコ人生送ってない
10319,body,raw-L10315,その証拠におれはフレのヒュム♀とかなり仲がいい
10320,blank,,
10321,blank,, 
10322,blank,,
10323,blank,,
10324,post_header,raw-L10324,837 名前： こちらナナ暗です 投稿日： 2004/06/11(金) 12:19 [ EIqkZhV2 ]
10325,blank,,
10326,body,raw-L10324,フレ本人が♀だといってるんだから間違いない
10327,body,raw-L10324,お前は自分の性別すらわからないバカか？泣かすぞ
10328,blank,,
10329,blank,, 
10330,blank,,
10331,post_header,raw-L10331,877 名前： こちらナナ暗です 投稿日： 2004/06/11(金) 13:50 [ EIqkZhV2 ]
10332,blank,,
10333,anchor,raw-L10331,>>861
10334,body,raw-L10331,ウザイぞそんなに死にたいのか？おれは別にEsoOCXNwなんて相手にしていない
10335,body,raw-L10331,こいつがニセモノだと言う事もわかってるしな
10336,body,raw-L10331,装備を見ただけで廃人には程遠い一般人だとわかった
10337,body,raw-L10331,廃人は一般人とは潜在能力がちがう
10338,blank,,
10339,blank,,
